x,y,label
41.274403,11.367081,Promouvoir un produit lors d'une animation commerciale
40.464783,11.151126,Promouvoir une offre auprès de clients ou prospects
41.040073,11.664788,Réaliser la démonstration d'un produit
41.49897,12.025816,Réaliser une opération promotionnelle
41.174885,11.472061,Réaliser le compte rendu d'une animation commerciale
41.44245,11.4426985,Organiser des animations commerciales
38.602066,-1.0930489,Etudier la faisabilité économique et technique du produit sur le marché ciblé et déterminer le planning de lancement
38.635693,-0.71841323,"Rechercher et analyser des informations sur un produit, une marque (situation, marché, publicités précédentes, ...)"
38.32983,-2.0227222,Etude de marché
38.428097,-2.16698,Techniques de benchmarking
38.404243,-1.8179965,Réaliser une étude concurrentielle
38.372425,-1.8941795,Réaliser une étude de marché
38.364243,-1.7134638,Réaliser une analyse des marchés étrangers
38.45083,-1.7996757,Réaliser une étude marketing
38.327583,-1.7724266,Analyser un marché
39.27301,-1.8171111,Modèle PESTEL
38.31977,-1.5023953,Analyser une clientèle
38.352074,-1.575844,Analyser la concurrence
38.625153,-0.73269254,"Analyser un produit, service ou marque"
38.612167,-0.889299,"Déterminer le positionnement d'un produit, service ou marque sur un marché"
38.306507,-1.3388686,Analyser un comportement client
38.71151,-0.5958756,Analyser des informations sur un produit ou une gamme
38.70861,-0.7393074,"Analyser les parts de marché, ventes, marges bénéficiaires d'un produit ou d'une gamme"
38.603756,-0.86965376,Analyser les performances d'un produit
37.857758,-1.4960533,Identifier les attentes des consommateurs
39.34172,-1.7876531,Modèle de Porter
38.605232,-0.8905721,Réaliser l'analyse d'un produit
38.495388,-1.3936291,Réaliser l'analyse d'une marque
38.254223,-1.8556654,Positionner l'offre dans un environnement concurrentiel
38.377743,-1.8913352,Réaliser une étude de marchés à l'international
45.986347,13.594481,Adapter le plan d'implantation des articles
45.29066,14.784488,Méthodes d'approvisionnement
45.79171,14.664893,Règles de constitution d'un assortiment de produits
45.58267,15.485262,Techniques de mise en rayon
46.74256,13.572949,"Réaliser une ambiance sensorielle autour d'un produit, d'une gamme de produits"
43.650383,13.8815365,Mener des actions de promotions et animations sur le lieu de vente
45.80023,15.643957,Contrôler la mise en rayon des articles
45.577038,15.459889,Réaliser la mise en rayon
45.183083,15.327094,Réaliser le réassort
43.80278,15.326608,Disposer des produits sur le lieu de vente
46.081917,14.552663,Produits de Grande Consommation (PGC)
45.32288,15.062853,Logiciels de gestion de linéaires
44.516254,13.482086,Participer à la réalisation d'une inauguration
44.752125,14.82987,Concevoir des vitrines
44.015705,14.631257,Agencer un espace de vente
43.97708,14.40356,Mettre en place la signalétique d'un espace de vente
36.403954,16.350826,Établir le coût d'une vente ou d'une prestation
46.005527,13.714772,Elaborer un plan d'implantation des produits
45.956036,13.619687,Contrôler l'application d'un plan d'implantation
43.9833,14.40097,Concevoir un projet d'aménagement d'espace de vente
45.947124,15.662698,Contrôler le balisage et l'étiquetage des produits en rayon
45.891777,15.60189,Réaliser le balisage et l'étiquetage des produits en rayon
44.809143,14.387512,Merchandising / Marchandisage
43.97701,14.393976,Organiser un espace d'accueil
46.943996,15.251568,Emballage primaire
47.05501,15.281768,Emballage secondaire
43.928303,14.997524,Marketing sur le lieu de vente (PLV)
44.436974,13.019424,Définir une politique d'entreprise
46.452015,14.635154,Installer un stand et des produits de démonstration
45.973457,13.420774,Réaliser des éléments de décor
46.176025,14.523869,Réaliser la coupe de produits frais
44.597248,13.26723,Réaliser le bilan des actions de marchandisage
45.481544,15.488855,Superviser la gestion des rayons
46.393444,14.705602,Contrôler des produits de démonstration
45.45581,15.68018,Vérifier le réassort d'un rayon
45.1656,15.497756,Superviser le réassortiment du matériel de merchandising d'un ensemble de magasins
44.975323,14.754458,Réaliser une action de merchandising
44.93264,15.574833,Réassortiment d'un point de vente
46.320045,13.735447,Concevoir des présentations et des modes de conditionnement de produits
-21.952705,30.509882,"Mettre en place/rafraîchir l'étal (glace, décoration), disposer les poissons, crustacés et coquillages et afficher les prix"
44.46268,12.967964,Participer à la définition de la politique globale de marchandisage de l'entreprise
28.785976,3.0157413,Prospecter des entreprises
28.79396,3.258246,Prospecter de nouveaux clients
29.50519,2.2443316,Prospective territoriale
29.572952,2.4310668,Développer des partenariats avec les ONG
29.23114,4.966578,"Identifier des fournisseurs, sous-traitants, prestataires"
28.85613,3.023105,Prospecter de nouveaux marchés
29.443125,2.6804557,Développer un portefeuille de partenaires
28.42126,2.9828455,Prospecter un emplacement de magasin
28.88895,3.0012338,Prospecter de nouveaux marchés étrangers
29.99838,3.7340991,Etablir un plan de fichiers de prospection
29.636312,3.614639,Mettre en place des actions de prospection
29.543623,3.5849817,Réaliser la gestion administrative d'une prospection
43.26259,4.2874756,Concevoir un Tableau de Bord Prospectif (TBP) / Balanced Scorecard (BSC)
30.207323,3.7122886,Méthodes de plan de prospection
30.489096,3.7805505,Méthodes de plan de tournée
28.694473,4.227793,Identifier un client ou prospect
29.412674,1.2630001,"Prospecter des entreprises, des institutionnels ou des collectivités territoriales"
29.549194,3.5757887,"Organiser des visites, prospections ou phoning"
28.79287,4.21555,Consulter des entrepreneurs potentiels pour le compte d'un client
28.817371,4.339821,Identifier des intervenants pour le compte d'un client
29.409136,1.2571714,Prospecter des institutionnels ou des collectivités territoriales
29.430567,3.5212858,Prospection téléphonique
29.435394,3.4845634,Prospection commerciale
28.821404,2.996997,Prospecter un marché
28.127382,2.9112413,Prospecter une clientèle de médecins
27.971415,2.902602,Prospecter une clientèle de vétérinaires
28.162966,2.916989,Prospecter une clientèle de pharmaciens
28.176071,2.9275484,Prospecter une clientèle de dentistes
28.220549,2.944888,Prospecter une clientèle de professionnels paramédicaux
39.175056,5.7212224,Définir une stratégie commerciale
34.055668,10.111479,Intervenir auprès d'une clientèle d'entreprises
34.04782,10.131032,Intervenir auprès d'une clientèle de particuliers
40.054317,7.988245,"Définir le plan d'action commercial et établir le plan de tournée (ciblage, interlocuteurs, préparation de dossiers techniques)"
36.893818,4.924896,"Concevoir les opérations commerciales selon les marges, le chiffre d'affaires et les prévisions"
39.647034,5.653407,Stratégie tarifaire
39.398598,5.699327,Stratégie commerciale
36.515778,8.494557,Réaliser l'administration des ventes export
39.14527,3.4200718,Organiser la stratégie commerciale sur une zone géographique internationale
39.14598,3.4094782,Organiser la stratégie commerciale sur une zone géographique nationale
39.148277,3.4113245,Organiser la stratégie commerciale sur une zone géographique régionale
37.414314,7.032702,Techniques d'import/export
35.53743,2.7561862,Suivre et développer un réseau de spécialistes ou d'organismes spécialisés en traduction et interprétariat
38.150963,5.219447,Organiser l'activité commerciale export d'une entreprise
38.2478,5.1289783,Organiser l'activité commerciale d'une entreprise de e-commerce
36.006298,6.1804395,Elaborer un diagnostic export
35.273132,3.0494962,Utiliser les réseaux sociaux virtuels comme vecteur de développement commercial
39.087475,5.7951255,Analyser une stratégie commerciale
35.596733,3.2014499,"Développer un réseau de partenaires, fournisseurs et prestataires"
38.685913,6.2416224,Mener des actions commerciales
36.231983,6.76569,Elaborer des propositions commerciales
37.332558,6.4250455,Traiter des dossier commerciaux
37.279205,8.621579,Déterminer des prévisions de vente
35.830517,7.041407,Elaborer une grille tarifaire
42.50043,2.5826416,Formaliser des concepts créatifs
39.96569,6.7231517,Mettre en place des actions commerciales
37.296227,6.091528,Réaliser des études commerciales
39.58832,5.0835423,Proposer une stratégie d'investissement
36.19609,6.781682,Elaborer des propositions techniques
36.069965,6.804547,Elaborer des propositions financières
34.258827,5.6430526,Commerce intermédiaire
34.248272,5.65087,Commerce de gros
34.20269,5.6764736,Commerce de détail
34.729942,4.1146894,Grande distribution
35.00198,3.817766,Implanter des réseaux de distribution
38.533047,5.350751,Définir la politique commerciale de l'entreprise
34.30404,5.6339917,Commerce international
39.73959,5.2143774,Participer à la définition d'une stratégie commerciale et marketing
38.437252,6.8719063,Evaluer une performance commerciale
35.348515,3.4177847,Activer un réseau à l'international
36.008633,5.968522,Etablir un diagnostic stratégique international
34.414623,5.611331,Echanges internationaux
37.98975,5.8789673,Développer une activité commerciale
37.48358,8.476306,Analyser les résultats des ventes
37.73905,8.420744,Proposer des ajustements suite aux résultats des ventes
42.868492,5.547967,Mesurer l'impact d'une action de promotion
39.213642,5.7061605,Coordonner une stratégie commerciale
39.334232,5.589402,Développer une stratégie commerciale
43.41572,2.3863866,Définir une stratégie de développement de la marque employeur
37.223305,8.857251,Analyser des ventes
35.703354,3.162923,Développer un réseau de contacts d'affaires
35.750175,3.2095318,Gérer un réseau de contacts d'affaires
35.74293,5.1625776,Développer un portefeuille clients et prospects
37.6408,3.5758924,Etudier une opportunité de partenariat
38.146183,1.624319,Suivre l'état d'avancement de la fabrication d'un produit
37.60766,3.3982637,Identifier un partenariat potentiel
36.502422,8.884141,Administrer des achats et ventes
37.53643,6.940003,Analyser une information technique et commerciale
38.143044,6.5703497,Analyser une performance commerciale
38.913418,7.3761315,Prévenir la démarque
40.29413,4.5543075,Conduire un projet en mécénat et sponsoring
38.877403,5.9255114,Conduire un projet commercial
40.033688,7.957285,Etablir un plan d'action annuel
36.685387,7.070402,Concevoir une offre commerciale adaptée à une clientèle
38.61576,7.114035,Détecter des risques
36.091263,9.174213,Emettre des ordres d'achat ou de vente
41.254498,6.8462715,Mettre en oeuvre une action promotionnelle
37.1315,6.007564,Matériaux de construction
37.8998,6.9332676,Consigner des données d'activité
38.07575,6.6073937,Définir des modalités de collaboration commerciale
37.37263,6.1487494,Exploiter une étude commerciale
38.5717,5.5089374,Mener une politique commerciale
38.658497,5.560321,Organiser une action commerciale à l'international
39.19912,5.6358147,Organiser une stratégie commerciale
35.83103,6.927471,Participer à l'élaboration d'une offre de biens et services
37.05338,7.7640123,Planifier une production selon les flux de vente prévisionnels
35.959316,4.1533394,Contrôler la rentabilité et la qualité des prestations d'un réseau régional de points de vente
38.40423,4.478186,"Promouvoir une relation commerciale, économique ou culturelle avec un partenaire local"
37.480522,3.4303863,Identifier des affaires potentielles
35.690735,7.056634,Proposer une réponse à un appel d'offre
38.413044,7.8169246,Proposer une surréservation de produits
36.937435,5.6694355,Réaliser des études spécifiques
37.340237,6.1172123,Réaliser un suivi commercial
37.14245,6.199206,Réaliser une étude technique et commerciale
38.84792,6.2892795,Définir des actions de promotion commerciale
36.218994,4.225033,Assurer le suivi d'un portefeuille de partenaires
35.810936,3.1102145,Gérer un réseau d'apporteurs d'affaires
36.60743,3.8049996,Représenter l'entreprise lors d'un événement extérieur
35.181713,4.4373007,Définir l'implantation de succursales bancaires
40.772472,6.6835847,Mettre en oeuvre une stratégie commerciale
38.783146,4.5039845,Éthique des affaires
36.58816,8.890684,Administration des ventes
37.46862,6.5453916,Calculs commerciaux
39.939785,7.9027557,Etablir un plan d'action commercial
37.60011,8.169093,Définir des objectifs de vente
38.15991,6.5838027,Définir des objectifs commerciaux
37.958122,6.2709713,Analyser une activité commerciale
37.53959,5.414336,Déterminer les axes d'évolution d'une activité commerciale
37.711445,7.6795206,Déterminer les objectifs stratégiques de vente d'un secteur
35.09147,3.6455095,Développer un réseau de distribution
37.560432,4.971819,Définir des axes prioritaires de développement commercial
38.440147,5.2246423,Organiser la force commerciale d'une entreprise
36.808685,6.9632874,Concevoir une offre commerciale
37.73502,4.3340516,Saisir une opportunité professionnelle ou commerciale
36.259502,4.2141867,Contrôler la conformité contractuelle d'une affaire
37.616726,8.957081,Rechercher un lieu de vente
34.920094,3.8236735,Superviser des réseaux de vente ou des circuits de distribution internationaux
40.032646,5.572282,E-Business
37.91248,6.1422806,Optimiser une activité commerciale
36.71187,5.9095635,Concevoir une étude de faisabilité technique
41.002636,6.8364024,Définir et mettre en oeuvre des actions commerciales de promotion de la formation
36.502785,4.921872,Effectuer des relevés de prix auprès de la concurrence
34.059616,10.111028,Intervenir auprès d'une clientèle de collectivités / administration
36.712082,5.1806946,Déterminer des standards de prix
37.686234,2.504576,"Rechercher et identifier des évolutions de marchés, des marchés potentiels"
44.58353,7.352424,"Définir la cible, les tarifs et garanties de nouveaux produits et organiser le plan de lancement"
47.422638,1.6347686,Marketing / Mercatique
40.766895,2.3380744,Intervenir sur un marché national
40.774876,2.3390987,Intervenir sur un marché international
45.06405,2.9963162,Coordonner les opérations marketing d'un site Internet
46.689342,4.874253,Identifier des tendances et déterminer les spécificités d'un article ou d'une collection
47.1335,0.35863674,Référencement web
43.90641,2.5616655,Améliorer la position concurentielle de l'entreprise
43.504513,1.8307525,Valoriser l'identité numérique d'une entité
45.908188,1.853564,Réaliser un plan marketing
44.04115,1.5833775,Développer des scénarios de comportements clients
46.960396,1.4702482,Marketing stratégique
47.016476,1.1496837,Community management
47.1716,0.8881004,Search Engine Marketing (SEM)
46.06053,1.5145855,Concevoir la stratégie marketing de l'entreprise
45.627453,1.298533,Conseiller un client dans sa stratégie média
47.342014,1.6649692,Marketing tactique
44.635303,2.2456229,Concevoir une plateforme de marque
45.067524,2.2383828,Participer aux phases créatives d'un projet marketing
45.94293,1.3425508,Évaluer l'impact d'une stratégie marketing
44.892017,2.8363311,Organiser le marquage d'un site
43.890976,4.1923127,Suivre une audience avec les principaux indicateurs de performance d'un site
46.209797,1.3593172,Définir une stratégie marketing
45.408066,1.4272941,Définir une stratégie mobile
45.99688,-0.083155766,Définir une stratégie e-influence et e-réputation
45.94532,1.4347911,Définir une stratégie de marketing relationnel
45.598354,1.1779815,Définir la stratégie d'une campagne avec un commanditaire
47.459038,1.2067692,Webmarketing
45.935265,-0.20219976,Évaluer l'e-reputation d'un site web
44.91723,2.7975996,Définir une ligne éditoriale Social Media
43.877373,2.374891,Gestion de la marque employeur
46.267384,2.000441,Elaborer le dossier marketing
44.66524,1.6646099,Définir une stratégie de développement de produits
44.583572,1.8048946,Participer à la définition d'une stratégie de développement de produits
44.60569,0.9730252,Chaîne de valeur
46.12913,0.9643193,Géomarketing / Géomercatique
44.964638,3.0585556,Améliorer le positionnement d'un site web
44.672997,1.4942732,Adapter une stratégie de vente à une cible ou un produit
45.35884,0.7596103,Matrice SWOT
43.32893,1.3210402,Promouvoir l'image et la notoriété d'une entreprise
44.792126,5.482452,Contrôler les échanges au sein des communautés d'internautes
46.567665,1.3683524,Elaborer une stratégie de marketing digital
44.428318,1.780127,"Définir le concept, la thématique d'un produit"
46.27619,2.3964124,Elaborer un cahier de tendances
43.82067,2.0171409,Développer l'image de marque d'une entreprise
47.156685,0.35292482,Référencement naturel (SEO)
43.57519,1.8494725,Définir l'image numérique d'une structure
45.22689,4.0599957,Mettre en place une solution de web analytics
43.983734,2.421189,Management de l'expérience client
43.62559,2.552197,Définir les critères d'analyse de l'expérience utilisateur
45.94527,-0.22975409,Maîtriser la e-reputation d'une entreprise
45.499607,3.9517074,Google analytics
45.822334,1.8026234,Définir le positionnement marketing d'une offre commerciale
21.025188,7.46951,Effectuer des retours de produits aux distributeurs
20.93153,7.0560284,Réceptionner des retours clients
21.001543,7.6593294,Effectuer des échanges de produits
21.019007,7.553817,Effectuer des remboursements
21.018764,7.437684,Effectuer des retours fournisseurs
20.899807,7.3973093,Enregistrer une réclamation client
21.188747,7.559884,Assister le client dans la réception de chantier
21.132233,7.6305804,Suivre les conditions d'exécution d'une prestation
20.870111,7.293866,Assurer un service après-vente
21.034828,7.9844375,Assurer un support technique auprès des clients
21.156305,7.85283,Proposer un premier niveau de réponse au client
21.470594,7.099288,Assister techniquement un client
21.000984,7.818333,Effectuer une assistance technique
21.262068,7.9131474,Mettre en place une logistique inverse (Reverse logistics)
20.796124,7.2248654,Service Après Vente (SAV)
20.729454,7.7702584,Organiser une action de recouvrement
20.53133,7.8010225,Organiser une action de contentieux
20.917442,8.099252,Concevoir des documents techniques
20.99594,8.196453,Mettre des documents techniques à disposition des clients
20.981766,7.8115396,Suivre la réalisation d'une prestation technique
20.593729,8.089981,Transmettre un problème technique complexe à un spécialiste
20.185177,8.006193,Transmettre des éléments de contentieux pour traitement
21.068853,8.0386,Effectuer le suivi technique des produits et de leur évolution auprès des clients
26.721506,18.722734,Procédures d'encaissement
26.486174,18.30143,Réaliser des papiers cadeaux
26.6426,18.612467,Modes de paiement
26.859554,18.766106,Encaisser le montant d'une vente
26.702639,18.78129,Règles de tenue de caisse
26.789968,18.810024,Remettre des espèces en caisse centrale
25.336319,18.788025,Réserver des places de spectacle et des évènements sportifs
25.491371,18.774395,Editer des billets de spectacle
26.695093,18.986423,Réaliser le comptage des fonds de caisses
26.69367,18.790434,Réaliser les transactions monétaires entre le coffre et les caisses
26.760305,18.796104,Caisse enregistreuse
26.71863,18.773296,Caisse informatisée
26.731747,18.823774,Clôturer une caisse
26.968918,18.759527,Enregistrer la vente d'un article
26.590094,18.621374,Identifier un compte débiteur
26.621532,18.261816,Recenser des transactions d'achats dans un registre
26.7356,18.811247,Tenir une double caisse
27.26011,18.759926,Désactiver l'antivol d'un article
26.54015,19.728626,"Utilisation d'appareils de lecture optique de codes-barres (pistolet, flasheur, ...)"
36.801983,20.159306,Techniques de vente
33.74988,19.680927,Conseiller le client sur les articles destinés aux animaux et procéder à la vente
34.281982,13.737686,Réglementation du commerce de l'art
34.26031,13.66612,Cours des marchés de l'art
32.900852,18.3787,Réaliser la location de matériel de plage
34.984684,22.993616,Types de produits d'entretien des plantes
33.16257,16.427101,Intervenir en distribution de carburant
34.00827,10.175307,Intervenir auprès d'une clientèle d'affaires
38.71499,10.867656,Mener des actions dans le cadre de centrale de réservation
38.71522,10.861873,Mener des actions dans le cadre de centre d'appels
38.72362,10.871554,Mener des actions dans le cadre de plateau d'affaires
35.953552,16.16866,Réaliser la cotation d'un produit et déterminer le prix de vente de la prestation
32.0741,20.352245,"Procéder aux essayages de vêtements, d'accessoires et donner un avis professionnel sur le bien-aller"
23.417587,6.769621,"Délivrer des bulletins de jeux (grattage, pronostic, ...), contrôler les tickets (perdants / gagnants) et effectuer le paiement des gains"
33.157516,16.582203,Réaliser le service de carburant à la pompe
33.12576,16.606106,"Vérifier les conditions de livraison du carburant (niveau de cuve, transvasement, ...)"
34.072598,20.586588,Téléphonie Assistée par Ordinateur (TAO)
38.991634,19.852373,E-commerce
35.905632,23.78894,Produits détaxés
36.230923,24.746347,Produits biologiques
36.990044,23.646334,Produits culturels
36.561764,24.0106,Produits animaliers
32.505623,20.582071,Accessoires automobile
34.660927,19.047722,Arts de la table
36.118202,23.043764,Produits multimédia
37.948174,20.903858,Parapharmacie
36.499287,10.635827,Identifier des invendus
37.85832,17.195868,Contractualiser une vente
36.206036,18.17627,Enregistrer un contrat
36.39386,18.224081,Modalités de contrat de vente
37.079742,23.367563,Produits de loisirs familiaux
36.599636,23.502478,Produits de loisirs
34.904156,21.949924,Matériel d'équipement de la maison
35.185234,22.729752,Produits d'entretien pour la maison
38.650837,21.824816,Beauté et cosmétiques
35.127716,20.111668,Concevoir des outils d'aide à la vente
31.275642,13.482919,Assister techniquement l'équipe de vente
35.958027,23.825657,Produits d'alimentation
36.586067,23.531424,Produits de bricolage
36.218945,23.740213,Produits de jardinerie
36.001514,23.468355,Produits de téléphonie
34.612003,24.25085,Produits textiles et habillement
36.842003,23.284018,Produits jouets et loisirs
35.433693,24.83337,Produits vins et spiritueux
37.04293,23.462046,Produits sport et loisirs
35.70897,24.69629,Produits d'hygiène et de parfumerie
36.69866,23.141459,Produits de librairie et papeterie
33.05154,17.542513,Effectuer la réception administrative d'un véhicule
35.768063,24.36235,Produits de boulangerie
38.016045,19.253088,Conclure une vente
36.694073,20.459057,Techniques de vente de gros
37.63411,20.196398,Vente au détail
35.65326,20.603746,Réaliser un entretien commercial
34.70715,19.73437,Préparer un argumentaire de vente adapté au pays concerné
34.865124,20.065794,Concevoir un argumentaire produit
37.157368,19.669483,Méthode de vente SONCAS
37.157368,19.669483,Méthode de vente IMPROS
37.157368,19.669483,Méthode de vente CAB+E
37.700836,19.792774,Vente à distance
37.003872,19.919424,Vente visuelle
37.158195,20.186584,Vente de contact
36.992817,19.443447,Vente assistée
37.01991,19.900959,Etude des ventes
30.748272,22.30171,Présenter des nouveaux produits ou modèles
30.777964,22.332937,Présenter des produits et services
37.70694,16.852333,Contractualiser une prestation
37.354847,9.904982,Etudier une opportunité de financement
36.262238,12.379994,Assurer des relations Business to Business (B2B)
36.298233,21.510078,Décoration d'intérieur
35.586834,23.01819,Produits d'équipement électroménager
35.74353,23.811743,Produits de lingerie
35.129856,24.042656,Produits de maroquinerie
34.836506,21.431658,Matériel médical
34.8515,21.446945,Matériel paramédical
35.854908,23.535288,Produits d'outillage
37.58832,21.517294,Droguerie
37.376644,21.288012,Quincaillerie
35.787937,24.33472,Produits de pâtisserie
37.661697,16.803362,Contractualiser une prestation avec un client
36.25955,12.401962,Assurer des relations Business to Consumer (B2C)
35.249584,17.202578,Enregistrer les données d'une commande
35.337067,17.096706,Etablir un bon de commande
36.65774,18.69795,Etablir un bordereau de vente
36.281155,17.279367,Définir des modalités de paiement adaptées
34.73902,20.735546,Equipement informatique
-102.168846,-20.48369,Revêtement de sols ou de murs
24.245832,14.377486,"Proposer un service, produit adapté à la demande client"
36.21382,23.499462,Produits image et son
31.276775,13.446925,Assister techniquement un réseau commercial
36.236607,19.70155,Assurer le suivi d'une vente
37.075172,18.677303,Calculer un prix de vente
36.49928,24.971365,Commercialiser des produits alimentaires
36.800354,25.236784,Commercialiser des produits d'extraction
36.710567,24.989424,Commercialiser les produits d'une exploitation
36.328053,17.15964,Etablir les modalités d'une prestation
37.65553,19.742243,Vente additionnelle
37.823826,19.539429,Vente à emporter
36.66711,24.885618,Commercialiser un produit
